employee_id,first_name,last_name,full_name,age,nationality,location,department,position,level,salary,bonus,arrears,conveyance_charge,monthly_lunch_plan,quarterly_spend_voucher
MIL-05799,Alexander,Long,Alexander Long,42,American,Chicago,Finance,Director,L8,540716,55889,0,3401,3700,8173
MIL-05800,Sydney,Leblanc,Sydney Leblanc,59,British,London,HR,HR Manager,L10,886694,101590,8073,2597,1711,10103
MIL-05801,Jonathan,Cole,Jonathan Cole,24,American,Chicago,Operations,Ops Manager,L10,727873,125112,5523,3469,2409,9577
MIL-05802,David,Shaw,David Shaw,49,Indian,Delhi,Data & AI,Data Analyst,L1,34224,5979,7507,2252,2462,3390
MIL-05803,Kristina,Johnson,Kristina Johnson,38,German,Berlin,Operations,Ops Executive,L10,473504,63361,0,3420,1251,2828
MIL-05804,Sarah,Roberts,Sarah Roberts,49,Canadian,Toronto,Customer Support,Team Lead,L7,782697,136144,6454,2815,3739,9761
MIL-05805,Richard,Simmons,Richard Simmons,59,German,Munich,Finance,Senior Analyst,L1,46274,8958,3934,3760,3290,4723
MIL-05806,Tara,Welch,Tara Welch,27,German,Berlin,Product,Associate PM,L7,491733,52604,0,3546,2443,4051
MIL-05807,Diane,Ramirez,Diane Ramirez,48,American,New York,Product,Senior PM,L8,446329,107981,0,3269,3754,3628
MIL-05808,Joseph,Henderson,Joseph Henderson,48,Indian,Mumbai,Operations,Director,L9,439464,99281,4409,2180,1620,8674
MIL-05809,Jose,Perez,Jose Perez,30,Canadian,Vancouver,Data & AI,Data Scientist,L8,587858,131899,0,2738,3846,9621
MIL-05810,Ashley,Lewis,Ashley Lewis,57,British,Manchester,HR,HR Associate,L2,52270,5642,0,2787,3855,10342
MIL-05811,Samuel,Taylor,Samuel Taylor,26,Australian,Melbourne,HR,HR Director,L8,719733,102334,3625,4315,3868,6068
MIL-05812,Mark,Aguirre,Mark Aguirre,51,American,San Francisco,Product,Senior PM,L7,886655,170345,0,4902,1803,6003
MIL-05813,Richard,Guerra,Richard Guerra,29,British,London,Finance,Analyst,L1,56764,14123,0,4096,1704,10073
MIL-05814,Colton,Miller,Colton Miller,46,British,London,Engineering,Junior Engineer,L6,314528,44309,0,1576,2383,14315
MIL-05815,Calvin,Estes,Calvin Estes,34,German,Berlin,Finance,Director,L8,654714,91627,0,2027,1514,6126
MIL-05816,Jessica,Mendez,Jessica Mendez,38,Indian,Hyderabad,Data & AI,AI Lead,L4,73477,13624,0,3841,1943,14615
MIL-05817,Kyle,Bailey,Kyle Bailey,33,German,Munich,Operations,Director,L9,495026,74337,0,2626,3169,5040
MIL-05818,Lynn,Ramsey,Lynn Ramsey,31,Canadian,Toronto,Engineering,Intern,L9,670152,94867,0,3856,3037,6865
MIL-05819,Charles,Crawford,Charles Crawford,49,American,San Francisco,Data & AI,Data Analyst,L3,161267,38850,0,4691,1984,6913
MIL-05820,Edward,Wilkinson,Edward Wilkinson,56,Australian,Melbourne,Engineering,Junior Engineer,L10,430331,71698,0,2879,2059,6401
MIL-05821,Brent,Robles,Brent Robles,55,German,Munich,Product,Product Manager,L1,52056,12127,0,1844,3450,7533
MIL-05822,Jordan,Brewer,Jordan Brewer,31,American,Chicago,HR,HR Director,L2,56323,13746,1210,2740,1497,6664
MIL-05823,Diane,Woods,Diane Woods,24,German,Munich,Product,Associate PM,L3,101029,17076,4632,1728,1986,9047
MIL-05824,Mitchell,Mccarthy,Mitchell Mccarthy,51,Canadian,Vancouver,Operations,Director,L3,140331,26897,0,2046,1435,7224
MIL-05825,Brittney,Johnson,Brittney Johnson,54,Australian,Melbourne,Sales & Marketing,Marketing Associate,L9,599328,91351,9117,3846,1787,6906
MIL-05826,Maria,Hansen,Maria Hansen,58,German,Munich,HR,HR Manager,L9,768062,180143,0,3013,1438,3911
MIL-05827,Mario,Johnson,Mario Johnson,33,Australian,Melbourne,Data & AI,Data Analyst,L10,455816,59586,0,3371,2858,14531
MIL-05828,Alexander,Cohen,Alexander Cohen,37,Australian,Melbourne,Data & AI,AI Lead,L2,27094,4521,0,3045,1502,9099
MIL-05829,Shannon,Kelly,Shannon Kelly,45,American,New York,Data & AI,AI Lead,L9,799851,163798,2608,3374,1877,12713
MIL-05830,Kristina,Peterson,Kristina Peterson,23,Canadian,Toronto,Customer Support,Team Lead,L8,444736,57634,0,3208,2231,9170
MIL-05831,Michelle,Jenkins,Michelle Jenkins,32,British,Manchester,Sales & Marketing,Marketing Associate,L4,116331,14179,0,2752,1401,7501
MIL-05832,Thomas,Gonzalez,Thomas Gonzalez,50,German,Berlin,Finance,Manager,L10,660703,86162,0,3663,3621,2807
MIL-05833,Molly,Williams,Molly Williams,22,Canadian,Vancouver,Data & AI,Data Scientist,L5,225333,35063,0,2733,2919,3031
MIL-05834,Sarah,Lawrence,Sarah Lawrence,40,British,London,HR,HR Director,L9,668567,123781,0,3732,2501,14683
MIL-05835,Zachary,Scott,Zachary Scott,50,German,Berlin,Sales & Marketing,Director,L10,632883,80849,0,3081,1585,4545
MIL-05836,Jose,Doyle,Jose Doyle,31,Australian,Sydney,Finance,Manager,L4,117829,19604,0,2597,2152,4430
MIL-05837,Dana,Smith,Dana Smith,55,American,San Francisco,Finance,Senior Analyst,L3,77739,12734,0,4612,1759,3729
MIL-05838,Mary,Henderson,Mary Henderson,60,Indian,Chennai,Operations,Director,L7,520898,125850,0,3430,3218,6909
MIL-05839,Lisa,Benjamin,Lisa Benjamin,44,Canadian,Vancouver,HR,HR Associate,L8,707354,161779,0,4901,2382,3709
MIL-05840,Amanda,Davis,Amanda Davis,36,American,San Francisco,HR,HR Director,L4,105590,25814,0,2998,3225,2826
MIL-05841,Ashley,Barr,Ashley Barr,54,Australian,Melbourne,Finance,Senior Analyst,L9,458634,49119,0,4310,2584,13146
MIL-05842,Angela,Bell,Angela Bell,26,German,Berlin,Sales & Marketing,Director,L3,142389,25924,5835,2780,1494,3453
MIL-05843,Laura,Higgins,Laura Higgins,37,British,Manchester,Operations,Ops Executive,L9,828115,150420,0,1828,2425,2356
MIL-05844,Samantha,Preston,Samantha Preston,32,German,Munich,Finance,Analyst,L5,346360,35575,0,4186,2875,8748
MIL-05845,Kathleen,Kelly,Kathleen Kelly,37,Australian,Sydney,Sales & Marketing,Manager,L4,97958,9891,4848,4157,2889,9091
MIL-05846,Mark,Johnson,Mark Johnson,48,American,Chicago,Product,Director,L1,54250,12500,0,4143,3822,10316
MIL-05847,Teresa,Reed,Teresa Reed,50,German,Berlin,Customer Support,Manager,L2,54339,13206,0,2342,1433,5298
MIL-05848,Danny,Harrison,Danny Harrison,34,Canadian,Vancouver,Finance,Analyst,L8,815512,173861,0,2494,2857,6874
MIL-05849,Dean,Curry,Dean Curry,39,Indian,Mumbai,Engineering,Engineering Manager,L9,613374,150612,0,2234,3300,10997
MIL-05850,Kathryn,Mccormick,Kathryn Mccormick,21,Canadian,Toronto,Customer Support,Support Executive,L4,63179,11108,0,1947,3805,5984
MIL-05851,Johnathan,Harrison,Johnathan Harrison,55,German,Munich,Operations,Ops Executive,L9,667024,156976,0,4747,3155,2168
MIL-05852,Heather,Perez,Heather Perez,52,British,London,Finance,Analyst,L2,49969,11660,6033,1848,1969,14583
MIL-05853,Yolanda,Stanley,Yolanda Stanley,35,German,Munich,Data & AI,Data Analyst,L6,306697,41246,0,3922,3429,9185
MIL-05854,Lisa,Huerta,Lisa Huerta,47,Australian,Sydney,Product,Director,L6,214733,44409,9199,4655,3528,4242
MIL-05855,Taylor,Stone,Taylor Stone,53,German,Berlin,Engineering,Senior Engineer,L3,115648,26188,0,3492,2431,12844
MIL-05856,Jacob,Reed,Jacob Reed,26,Australian,Sydney,Engineering,Senior Engineer,L5,330833,70303,0,3137,3474,3320
MIL-05857,Frank,Ramirez,Frank Ramirez,60,American,San Francisco,Finance,Senior Analyst,L3,123784,29417,0,2799,3515,7899
MIL-05858,Steven,Michael,Steven Michael,25,Canadian,Vancouver,HR,HR Associate,L4,110582,24702,0,4596,2969,9846
MIL-05859,Michael,Schroeder,Michael Schroeder,42,American,New York,Engineering,Tech Lead,L9,565821,126466,5520,2677,3721,4967
MIL-05860,Roger,Ross,Roger Ross,33,Australian,Melbourne,Operations,Ops Manager,L3,98179,14843,0,4075,1804,14726
MIL-05861,Denise,Mitchell,Denise Mitchell,22,British,Manchester,Sales & Marketing,Marketing Associate,L6,388054,95462,3724,2003,3818,3792
MIL-05862,Sandy,Randolph,Sandy Randolph,34,Canadian,Vancouver,Sales & Marketing,Director,L3,142211,21457,0,1616,2484,9343
MIL-05863,Kenneth,Gonzalez,Kenneth Gonzalez,24,American,Chicago,Engineering,Engineering Manager,L6,376110,50413,0,2662,3807,9496
MIL-05864,Travis,Wallace,Travis Wallace,29,Australian,Sydney,Operations,Director,L4,62138,7332,0,1515,2280,4472
MIL-05865,Steven,Johnson,Steven Johnson,47,Canadian,Vancouver,Data & AI,Data Analyst,L9,515373,67080,0,1809,2651,10364
MIL-05866,Logan,Frye,Logan Frye,36,American,San Francisco,Product,Senior PM,L7,879279,91878,0,4835,3632,4019
MIL-05867,Evan,Curtis,Evan Curtis,40,German,Berlin,Finance,Analyst,L8,715396,176678,0,4074,3331,4215
MIL-05868,William,Schultz,William Schultz,49,Australian,Sydney,Customer Support,Support Executive,L10,616163,109915,9432,3467,2503,2922
MIL-05869,Pamela,Thomas,Pamela Thomas,24,Canadian,Vancouver,Product,Director,L4,151012,34401,0,3696,2238,7782
MIL-05870,Ashley,Blankenship,Ashley Blankenship,31,American,New York,Data & AI,Data Analyst,L5,284755,65566,3893,4534,3770,12051
MIL-05871,Lawrence,Sutton,Lawrence Sutton,24,Canadian,Vancouver,Sales & Marketing,Director,L8,798420,122591,0,3446,2045,2834
MIL-05872,Vanessa,Avery,Vanessa Avery,58,German,Berlin,Finance,Director,L8,433525,107176,0,2998,3185,3516
MIL-05873,April,Villa,April Villa,52,Australian,Sydney,Engineering,Engineering Manager,L4,100201,23473,0,4042,3811,12470
MIL-05874,Jeanette,Hill,Jeanette Hill,60,American,Chicago,Data & AI,Data Scientist,L7,597401,71926,0,2370,3384,3378
MIL-05875,Andrea,Hernandez,Andrea Hernandez,56,German,Berlin,Engineering,Junior Engineer,L7,817401,198689,7094,3273,3372,14394
MIL-05876,Renee,Jordan,Renee Jordan,26,Australian,Sydney,Data & AI,Data Analyst,L8,870021,206968,0,1910,3747,9825
MIL-05877,Megan,Carpenter,Megan Carpenter,56,Australian,Sydney,Customer Support,Manager,L5,378370,55264,0,2873,3429,8261
MIL-05878,Kim,Johnson,Kim Johnson,51,Australian,Melbourne,Sales & Marketing,Marketing Associate,L10,469142,72416,0,3412,1948,9987
MIL-05879,Timothy,Rodriguez,Timothy Rodriguez,23,Indian,Chennai,Data & AI,Data Scientist,L2,40772,9277,0,3778,3479,2317
MIL-05880,Jonathan,Sharp,Jonathan Sharp,45,Indian,Mumbai,Data & AI,AI Lead,L4,84584,9839,0,4695,1716,9343
MIL-05881,Sara,Martin,Sara Martin,26,Australian,Sydney,Operations,Ops Executive,L10,812838,145335,7627,4165,3062,12475
MIL-05882,Tiffany,Huff,Tiffany Huff,43,German,Munich,Product,Product Manager,L9,614622,69757,6832,3380,1872,4621
MIL-05883,Trevor,Smith,Trevor Smith,29,British,London,Finance,Manager,L10,819168,111326,5408,2858,3854,5374
MIL-05884,James,Kerr,James Kerr,30,Australian,Sydney,Sales & Marketing,Director,L3,157859,37512,0,2901,3953,10548
MIL-05885,John,Stevens,John Stevens,58,Australian,Sydney,Data & AI,Data Analyst,L3,86738,20663,0,4139,2328,14333
MIL-05886,Lance,Garcia,Lance Garcia,29,Canadian,Toronto,Finance,Analyst,L3,111520,18307,0,2868,2065,12315
MIL-05887,Laurie,Adams,Laurie Adams,47,Australian,Melbourne,Customer Support,Manager,L6,319356,52334,0,3661,1709,5951
MIL-05888,Evan,Roberts,Evan Roberts,52,Australian,Sydney,Sales & Marketing,Sales Executive,L7,897371,143316,0,2502,1606,14569
MIL-05889,Seth,Moore,Seth Moore,60,Indian,Bangalore,Engineering,Junior Engineer,L2,26568,6261,0,1951,3718,6956
MIL-05890,Kristine,Vargas,Kristine Vargas,31,British,London,Engineering,Tech Lead,L6,191479,20262,0,3232,3355,13711
MIL-05891,Ashley,Howard,Ashley Howard,43,German,Munich,Operations,Ops Manager,L6,293170,30495,1231,2148,3959,14987
MIL-05892,Ashley,Pierce,Ashley Pierce,21,German,Berlin,Finance,Senior Analyst,L8,565073,59828,0,2862,1860,14833
MIL-05893,Diane,Dunlap,Diane Dunlap,59,German,Munich,Customer Support,Support Executive,L7,419557,90872,0,4176,2950,3794
MIL-05894,David,Nelson,David Nelson,42,British,Manchester,Finance,Analyst,L1,33941,7661,8768,4707,2518,7990
MIL-05895,Brandon,Wallace,Brandon Wallace,34,British,Manchester,Customer Support,Support Executive,L6,289433,63293,3493,3335,2641,4526
MIL-05896,Thomas,Williams,Thomas Williams,33,German,Munich,Operations,Ops Manager,L6,219975,23686,0,3966,1203,4391
MIL-05897,Regina,Hansen,Regina Hansen,34,Australian,Sydney,Engineering,Junior Engineer,L2,21846,4655,0,2253,2246,10020
MIL-05898,Eugene,Parker,Eugene Parker,23,Canadian,Vancouver,Operations,Director,L8,614930,98101,0,1933,2590,11829
MIL-05899,Paula,Brown,Paula Brown,55,American,Chicago,Operations,Ops Manager,L9,481675,74024,2668,3091,1965,4448
MIL-05900,Michelle,Walker,Michelle Walker,57,Australian,Melbourne,HR,HR Associate,L8,530390,128646,0,4078,1284,9205
MIL-05901,Carly,Jenkins,Carly Jenkins,32,British,London,HR,HR Associate,L1,34299,4923,0,1596,1364,13875
MIL-05902,Christopher,Stark,Christopher Stark,55,British,London,Engineering,Intern,L5,237322,25538,0,2362,1701,11106
MIL-05903,Christopher,Rodriguez,Christopher Rodriguez,54,German,Munich,HR,HR Associate,L8,616028,81239,0,3321,3040,14303
MIL-05904,Bradley,Bradley,Bradley Bradley,54,Canadian,Vancouver,HR,HR Manager,L3,149515,33832,8402,4728,2584,11318
MIL-05905,William,Doyle,William Doyle,45,Australian,Melbourne,Data & AI,AI Lead,L4,136136,25350,0,3049,1514,4513
MIL-05906,Jason,Wagner,Jason Wagner,46,British,London,HR,HR Director,L6,332071,57554,0,1801,2494,12170
MIL-05907,Amanda,Crawford,Amanda Crawford,23,Indian,Pune,Operations,Ops Executive,L1,20157,2565,4708,2695,3197,10069
MIL-05908,Jeffery,Landry,Jeffery Landry,34,Indian,Mumbai,HR,HR Associate,L8,418557,74112,0,1812,3846,5704
MIL-05909,Diane,Weber,Diane Weber,54,Australian,Melbourne,HR,HR Director,L4,139836,15898,6253,2438,2767,5430
MIL-05910,Mary,Ruiz,Mary Ruiz,59,Canadian,Toronto,Product,Associate PM,L1,34234,4052,5141,2660,3034,2046
MIL-05911,Andre,Brown,Andre Brown,36,British,Manchester,Operations,Ops Manager,L10,862269,202448,0,2454,3310,3223
MIL-05912,Stephanie,Martin,Stephanie Martin,22,British,London,HR,HR Associate,L3,142024,29191,0,3234,3312,4091
MIL-05913,Angela,Russell,Angela Russell,39,Indian,Bangalore,HR,HR Director,L3,162413,38852,0,4382,2841,6836
MIL-05914,Kenneth,Clark,Kenneth Clark,56,Indian,Bangalore,Product,Director,L5,211345,52337,0,4585,3669,8514
MIL-05915,Steven,Nichols,Steven Nichols,50,British,London,Sales & Marketing,Marketing Associate,L5,273927,66250,0,2503,2438,4555
MIL-05916,Jenny,Morris,Jenny Morris,28,American,Chicago,Data & AI,Data Analyst,L4,153440,25697,0,3878,3847,6556
MIL-05917,Melissa,Hartman,Melissa Hartman,46,Canadian,Vancouver,Customer Support,Support Executive,L1,33174,6097,0,4703,1359,8619
MIL-05918,Jorge,Thompson,Jorge Thompson,36,German,Berlin,HR,HR Associate,L5,266561,33517,0,1679,3094,8003
MIL-05919,Angel,Horne,Angel Horne,26,German,Berlin,Data & AI,ML Engineer,L2,39584,6455,1756,1554,2342,4446
MIL-05920,Mary,Liu,Mary Liu,43,British,Manchester,Customer Support,Team Lead,L7,543139,109062,0,2224,2226,6757
MIL-05921,Melissa,Diaz,Melissa Diaz,25,British,Manchester,Product,Associate PM,L2,34569,5417,0,1740,2741,7383
MIL-05922,Micheal,Little,Micheal Little,34,British,London,Data & AI,Data Analyst,L1,45495,4589,0,3661,1802,6469
MIL-05923,Janet,Carter,Janet Carter,55,German,Berlin,HR,HR Director,L8,428002,52030,0,3070,1573,13906
MIL-05924,Cory,Price,Cory Price,33,British,London,Data & AI,Data Analyst,L5,294562,57887,0,2987,3534,11298
MIL-05925,George,Barton,George Barton,49,Canadian,Toronto,Finance,Director,L3,74106,10989,7630,3768,1783,14782
MIL-05926,Brooke,Stein,Brooke Stein,58,Australian,Melbourne,Engineering,Junior Engineer,L7,428659,47667,0,2396,3078,12505
MIL-05927,Lindsey,Rodriguez,Lindsey Rodriguez,36,British,London,Sales & Marketing,Director,L6,343580,36854,0,3754,1985,14303
MIL-05928,Michael,Gilbert,Michael Gilbert,53,Australian,Sydney,HR,HR Manager,L8,816117,138983,0,2682,3158,12082
MIL-05929,Angela,Johns,Angela Johns,53,British,Manchester,Sales & Marketing,Sales Executive,L1,47486,6538,0,4354,3257,10989
MIL-05930,Lauren,Murray,Lauren Murray,21,Canadian,Toronto,HR,HR Manager,L7,484722,83658,9423,2920,1661,12369
MIL-05931,Alexis,Guzman,Alexis Guzman,53,German,Berlin,HR,HR Manager,L5,186052,20895,0,3879,2906,8377
MIL-05932,Walter,Gonzalez,Walter Gonzalez,45,British,London,Customer Support,Support Executive,L6,273930,56112,0,3938,2722,11699
MIL-05933,Dominique,Edwards,Dominique Edwards,22,British,London,Customer Support,Manager,L5,191230,29984,3308,4458,1368,7556
MIL-05934,John,Gonzalez,John Gonzalez,40,American,Chicago,Engineering,Tech Lead,L8,518703,83714,1343,2122,2680,9846
MIL-05935,Michael,Fox,Michael Fox,54,German,Munich,Sales & Marketing,Manager,L6,326808,57511,0,4703,2050,7286
MIL-05936,Frances,Mills,Frances Mills,21,German,Berlin,Product,Senior PM,L5,230094,41589,0,2445,2400,2882
MIL-05937,Kimberly,Hanna,Kimberly Hanna,25,American,San Francisco,Engineering,Engineering Manager,L4,65723,7400,5647,3048,1589,7758
MIL-05938,Damon,Alvarez,Damon Alvarez,53,American,San Francisco,Operations,Ops Executive,L6,190708,21729,0,4739,2379,10981
MIL-05939,Diane,Rodriguez,Diane Rodriguez,52,Australian,Melbourne,Sales & Marketing,Manager,L7,529382,119992,7581,1963,3704,9842
MIL-05940,Joel,Perez,Joel Perez,21,British,Manchester,Engineering,Intern,L6,266292,37773,4493,4841,2907,10717
MIL-05941,Amanda,Bennett,Amanda Bennett,43,German,Berlin,Sales & Marketing,Director,L1,59674,8709,5598,4638,2903,13945
MIL-05942,Robert,Barker,Robert Barker,43,Indian,Delhi,Product,Associate PM,L5,395701,84674,7350,1665,1591,3430
MIL-05943,Connie,Wright,Connie Wright,41,Australian,Sydney,Engineering,Engineering Manager,L8,652581,127842,0,2503,1740,11528
MIL-05944,Michelle,Jennings,Michelle Jennings,51,American,New York,Sales & Marketing,Manager,L3,68839,14109,0,2928,2137,6127
MIL-05945,Cheryl,Ramirez,Cheryl Ramirez,35,Canadian,Toronto,Customer Support,Team Lead,L1,32733,7973,0,4071,2152,7212
MIL-05946,Tammy,Stewart,Tammy Stewart,23,Indian,Pune,Sales & Marketing,Manager,L3,117816,26423,0,3685,2583,11570
MIL-05947,Brian,Lynch,Brian Lynch,48,Indian,Bangalore,Customer Support,Team Lead,L7,427146,62850,0,4379,1582,4686
MIL-05948,Kimberly,Drake,Kimberly Drake,44,Indian,Chennai,Data & AI,Data Scientist,L8,464649,61125,0,1985,2174,14017
MIL-05949,Jesus,Jones,Jesus Jones,34,Canadian,Vancouver,Operations,Ops Manager,L10,482947,97214,0,3812,3597,8839
MIL-05950,Christian,Dixon,Christian Dixon,27,German,Munich,Product,Senior PM,L6,338758,38315,5484,4681,1369,14913
MIL-05951,Andrew,Griffin,Andrew Griffin,24,Australian,Sydney,HR,HR Director,L6,391106,67636,0,1918,3808,6001
MIL-05952,Michael,Johnson,Michael Johnson,22,British,London,Sales & Marketing,Sales Executive,L10,697519,104112,0,3686,1738,3244
MIL-05953,Seth,Dean,Seth Dean,26,Canadian,Vancouver,Sales & Marketing,Sales Executive,L3,143775,26929,0,4420,2345,5412
MIL-05954,Ashley,Barnett,Ashley Barnett,56,British,London,Finance,Analyst,L9,822376,116234,3925,4477,3434,14934
MIL-05955,David,Murphy,David Murphy,47,Australian,Sydney,Customer Support,Manager,L4,128750,15583,0,3467,3162,3674
MIL-05956,Jennifer,Green,Jennifer Green,23,British,Manchester,Operations,Ops Manager,L9,716527,163343,0,2448,3309,5704
MIL-05957,Sandra,Jimenez,Sandra Jimenez,39,German,Berlin,HR,HR Manager,L7,658019,154464,0,4372,3564,10362
MIL-05958,David,Barnes,David Barnes,31,Indian,Delhi,Data & AI,Data Analyst,L2,40617,9253,0,4122,3853,10077
MIL-05959,Joshua,Hicks,Joshua Hicks,55,Canadian,Toronto,Product,Product Manager,L9,785775,93371,0,4022,3367,14056
MIL-05960,Lindsay,Miller,Lindsay Miller,48,American,New York,Customer Support,Team Lead,L7,732922,82335,0,4777,3236,10315
MIL-05961,Jack,Edwards,Jack Edwards,46,Australian,Melbourne,HR,HR Associate,L4,156497,22279,0,2176,1823,4942
MIL-05962,Ronald,Hines,Ronald Hines,33,Indian,Mumbai,Data & AI,AI Lead,L2,38647,6551,0,4703,2640,2255
MIL-05963,Robin,Gonzales,Robin Gonzales,28,Indian,Hyderabad,Data & AI,Data Analyst,L1,31260,6610,0,2038,2878,13260
MIL-05964,Sara,Jackson,Sara Jackson,49,British,London,Customer Support,Manager,L4,72744,17416,9541,1929,1413,8462
MIL-05965,Jonathan,Johnson,Jonathan Johnson,51,Indian,Delhi,Product,Product Manager,L2,35991,8970,0,4617,3676,13236
MIL-05966,Brenda,Jensen,Brenda Jensen,53,American,New York,Customer Support,Team Lead,L8,679904,161454,0,2068,3721,13280
MIL-05967,Lucas,Russo,Lucas Russo,23,American,New York,Data & AI,Data Scientist,L4,83810,18572,7096,2148,3856,6015
MIL-05968,Michael,Bryant,Michael Bryant,60,British,London,Customer Support,Manager,L7,790852,159302,0,3691,2283,12281
MIL-05969,Laura,Morse,Laura Morse,36,American,San Francisco,HR,HR Manager,L6,358105,61335,0,2888,3794,7724
MIL-05970,Matthew,Jones,Matthew Jones,25,British,London,Data & AI,ML Engineer,L9,847446,192747,0,4891,3873,5341
MIL-05971,Michael,Schultz,Michael Schultz,32,American,San Francisco,Operations,Director,L10,580491,139313,0,2450,2867,12040
MIL-05972,David,Williams,David Williams,30,Australian,Melbourne,Sales & Marketing,Director,L10,578269,79407,3147,4395,2698,13512
MIL-05973,Michael,Williams,Michael Williams,21,Indian,Pune,Data & AI,AI Lead,L3,114330,17224,0,4309,2008,9473
MIL-05974,Tracy,Floyd,Tracy Floyd,43,British,Manchester,Data & AI,Data Scientist,L8,526805,122475,0,2835,3990,2693
MIL-05975,Richard,Bender,Richard Bender,33,Indian,Delhi,Product,Associate PM,L7,756002,97236,3333,3160,2041,3384
MIL-05976,Mary,Allen,Mary Allen,45,American,New York,Finance,Senior Analyst,L1,54831,7815,0,2289,1696,14127
MIL-05977,Valerie,Mason,Valerie Mason,37,Australian,Melbourne,HR,HR Associate,L3,120714,24650,0,2647,2783,4703
MIL-05978,Nathan,Campbell,Nathan Campbell,42,Australian,Sydney,HR,HR Associate,L4,108821,19917,0,4782,2276,9783
MIL-05979,Gabriel,Camacho,Gabriel Camacho,27,German,Berlin,Operations,Ops Executive,L3,150053,33805,0,4156,3411,7664
MIL-05980,Rachel,Page,Rachel Page,55,Australian,Sydney,Engineering,Engineering Manager,L10,548564,136340,0,2558,2951,4757
MIL-05981,Jennifer,Walton,Jennifer Walton,59,Indian,Delhi,Data & AI,AI Lead,L1,28987,4313,0,1800,2215,5913
MIL-05982,Haley,Wright,Haley Wright,43,Indian,Pune,HR,HR Director,L3,133442,25705,0,2835,1901,9762
MIL-05983,Julia,Luna,Julia Luna,39,German,Berlin,Operations,Ops Executive,L9,767327,191680,0,2279,1648,5155
MIL-05984,Wesley,Good,Wesley Good,29,British,Manchester,Operations,Director,L3,96778,21029,0,1864,2329,10228
MIL-05985,Michelle,Townsend,Michelle Townsend,27,German,Berlin,Engineering,Engineering Manager,L5,282098,69599,0,1739,1477,13911
MIL-05986,Jillian,Harrington,Jillian Harrington,37,German,Berlin,Finance,Director,L1,35701,8156,0,2038,2185,6893
MIL-05987,Ashley,Perez,Ashley Perez,40,American,Chicago,Engineering,Engineering Manager,L5,374768,53009,0,3180,2240,8151
MIL-05988,Jay,Johnson,Jay Johnson,22,Canadian,Toronto,Operations,Director,L5,373835,45181,0,4940,3305,13459
MIL-05989,Bradley,Nunez,Bradley Nunez,25,Australian,Melbourne,Product,Director,L8,592286,116242,3190,3910,3087,4659
MIL-05990,Shannon,Spence,Shannon Spence,50,Indian,Hyderabad,Engineering,Junior Engineer,L3,135499,17617,0,3490,2859,4224
MIL-05991,Douglas,Baker,Douglas Baker,56,Indian,Mumbai,Sales & Marketing,Director,L9,627737,87535,0,2643,3876,3700
MIL-05992,Jacqueline,Carter,Jacqueline Carter,42,British,Manchester,Customer Support,Support Executive,L2,26172,2899,5119,2754,1784,8445
MIL-05993,Joshua,Benton,Joshua Benton,56,German,Berlin,HR,HR Director,L3,73465,17757,0,4507,2120,12534
MIL-05994,Eric,Harmon,Eric Harmon,44,German,Berlin,Sales & Marketing,Sales Executive,L5,341549,85319,6061,4756,1763,10994
MIL-05995,Brian,Williams,Brian Williams,43,German,Munich,Sales & Marketing,Director,L4,95707,13883,0,3588,2531,4132
MIL-05996,Scott,Wilson,Scott Wilson,53,Indian,Hyderabad,Operations,Ops Executive,L5,319414,71814,0,4840,1422,8105
MIL-05997,Kimberly,Webster,Kimberly Webster,31,American,New York,HR,HR Director,L8,762892,147610,0,3715,2563,10187
MIL-05998,Yvette,Wilson,Yvette Wilson,35,Australian,Melbourne,Sales & Marketing,Director,L7,898375,140879,0,2199,1416,12653
MIL-05999,Hector,Lopez,Hector Lopez,36,American,San Francisco,Sales & Marketing,Manager,L10,505035,55250,0,2297,3363,13848
MIL-06000,Elizabeth,Cooper,Elizabeth Cooper,59,Indian,Delhi,HR,HR Manager,L3,94858,21210,0,2900,3177,11467
MIL-06001,Jenny,Bennett,Jenny Bennett,43,Indian,Hyderabad,Sales & Marketing,Director,L1,40776,7107,0,2509,3600,7115
MIL-06002,Paul,Jackson,Paul Jackson,37,Canadian,Vancouver,Operations,Director,L2,53665,6920,6252,3768,1815,10363
MIL-06003,Bryan,Kelly,Bryan Kelly,49,American,Chicago,Customer Support,Team Lead,L8,814504,135657,0,2913,2916,2924
MIL-06004,Christopher,Ferguson,Christopher Ferguson,32,British,Manchester,Operations,Ops Manager,L1,22202,2501,0,2559,1501,14131
MIL-06005,Jennifer,Rodriguez,Jennifer Rodriguez,35,Australian,Melbourne,Sales & Marketing,Manager,L7,845450,125738,0,2815,1606,6612
MIL-06006,Daniel,Morris,Daniel Morris,21,Indian,Chennai,Finance,Manager,L5,294581,53225,0,3427,3550,8095
MIL-06007,Jennifer,Davis,Jennifer Davis,38,German,Munich,Product,Senior PM,L3,125696,13720,0,3533,3084,8108
MIL-06008,Christina,Wilson,Christina Wilson,50,American,San Francisco,Finance,Manager,L4,115703,21146,0,2450,1232,13058
MIL-06009,Jessica,Riley,Jessica Riley,45,Australian,Melbourne,Finance,Analyst,L6,257373,61794,0,4836,2861,7353
MIL-06010,Dawn,Fuller,Dawn Fuller,50,British,Manchester,Finance,Senior Analyst,L4,144684,17866,0,4190,1841,12677
